id,delFlag,deletedOn,version,bankName,branchName,sortCode
863,N,,0,StanbicIBTCBankPLC,SANGOOTTA,221171268
864,N,,0,StanbicIBTCBankPLC,OSHOGBO,221291274
865,N,,0,StanbicIBTCBankPLC,DAMATURU,221061284
866,N,,0,StanbicIBTCBankPLC,SAMARU,221111299
867,N,,0,StanbicIBTCBankPLC,AGBARA,221171307
868,N,,0,StanbicIBTCBankPLC,ILESHA,221291313
869,N,,0,StanbicIBTCBankPLC,SHAUSHI,221121328
870,N,,0,StanbicIBTCBankPLC,LEKKI2,221151330
871,N,,0,StanbicIBTCBankPLC,EJIGBO,221151343
872,N,,0,StanbicIBTCBankPLC,CHALLENGE,221191358
873,N,,0,StanbicIBTCBankPLC,IGANDO,221151369
874,N,,0,StanbicIBTCBankPLC,SABONTASHA,221111370
875,N,,0,StanbicIBTCBankPLC,KONTAGORA,221161388
876,N,,0,StanbicIBTCBankPLC,TRANSAMADI2,221211393
877,N,,0,StanbicIBTCBankPLC,APATA,221191400
878,N,,0,StanbicIBTCBankPLC,IYANACHURCH,IBADAN,221191413
879,N,,0,StanbicIBTCBankPLC,OGBOMOSHO,221191426
880,N,,0,StanbicIBTCBankPLC,SAPELEROAD,221041437
881,N,,0,StanbicIBTCBankPLC,MOKOLA,221191442
882,N,,0,StanbicIBTCBankPLC,SAKI,221191455
883,N,,0,StanbicIBTCBankPLC,AKOKA,221151466
884,N,,0,StanbicIBTCBankPLC,SABONGARI-ZARIA,221111477
885,N,,0,StanbicIBTCBankPLC,UMUAHIA,221231483
886,N,,0,StanbicIBTCBankPLC,ONDO,221181494
887,N,,0,StanbicIBTCBankPLC,AIRPORTROAD-WARRI,221241509
888,N,,0,StanbicIBTCBankPLC,KASUWARBARCI,221111529
889,N,,0,StanbicIBTCBankPLC,SHOMOLU,221151534
890,N,,0,StanbicIBTCBankPLC,SULEJA,221161540
891,N,,0,StanbicIBTCBankPLC,LEKKIADMIRALTY,221151576
892,N,,0,StanbicIBTCBankPLC,MARYLAND,221151589
893,N,,0,StanbicIBTCBankPLC,OTUKPO,221051595
894,N,,0,StanbicIBTCBankPLC,ARTILLERY,221211623
895,N,,0,StanbicIBTCBankPLC,GWAGWALADA,221081633
896,N,,0,StanbicIBTCBankPLC,OJODU,221151602
897,N,,0,StanbicIBTCBankPLC,OSOLOWAY,221151615
898,N,,0,StanbicIBTCBankPLC,ABUJANNPC,221081646
899,N,,0,StanbicIBTCBankPLC,IPAJA,221151657
900,N,,0,StanbicIBTCBankPLC,IKOTUN,221151660
901,N,,0,StanbicIBTCBankPLC,NYANYAN,221081675
902,N,,0,StanbicIBTCBankPLC,ONNE,221211681
903,N,,0,StanbicIBTCBankPLC,ABULEEGBA,221151699
904,N,,0,StanbicIBTCBankPLC,OKOTA,221151709
905,N,,0,StanbicIBTCBankPLC,KAWOMANDO,221111710
906,N,,0,StanbicIBTCBankPLC,SANGOOTTA2,221171721
907,N,,0,StanbicIBTCBankPLC,KANTIKWARI,221121739
908,N,,0,StanbicIBTCBankPLC,OYIGBO,221211746
909,N,,0,StanbicIBTCBankPLC,U.I,221191756
910,N,,0,StanbicIBTCBankPLC,OGUDU,221151767
911,N,,0,StanbicIBTCBankPLC,WUSE2,221081808
912,N,,0,StanbicIBTCBankPLC,IKEJACITYMALL,221151819
913,N,,0,StanbicIBTCBankPLC,ENUGU2,221251829
914,N,,0,StanbicIBTCBankPLC,OJATUNTUN,221141832
915,N,,0,StanbicIBTCBankPLC,ABUJAGRANDTOWER,221081840
916,N,,0,StanbicIBTCBankPLC,KWARAMALL,221141861
917,N,,0,StanbicIBTCBankPLC,IWOTOWN,221291795
918,N,,0,ZenithBankPLC,ABA,57230014
919,N,,0,ZenithBankPLC,ABAROAD,57210021
920,N,,0,ZenithBankPLC,ABAKALIKI,57330011
921,N,,0,ZenithBankPLC,ABEOKUTA,57170019
922,N,,0,ZenithBankPLC,ABUJA,57080015
923,N,,0,ZenithBankPLC,ABULEEGBA,57150657
924,N,,0,ZenithBankPLC,ACMEROAD,57150709
925,N,,0,ZenithBankPLC,ADENIRANOGUNSANYA,57150343
926,N,,0,ZenithBankPLC,ADETOKUNBOADEMOLA,57150204
927,N,,0,ZenithBankPLC,ADEYEMOALAKIJA,57150547
928,N,,0,ZenithBankPLC,ADO-EKITI,57340014
929,N,,0,ZenithBankPLC,AGBARA,57150686
930,N,,0,ZenithBankPLC,AGBENIMARKET,57190044
931,N,,0,ZenithBankPLC,AGBOR,57240033
932,N,,0,ZenithBankPLC,AGIDINGBI,57150521
933,N,,0,ZenithBankPLC,AGUDA,57150437
934,N,,0,ZenithBankPLC,AHMADUBELLOWAY,57080099
935,N,,0,ZenithBankPLC,AIRPORTROAD,57150372
936,N,,0,ZenithBankPLC,AKAROAD,57010030
937,N,,0,ZenithBankPLC,AKINADESOLA,57150288
938,N,,0,ZenithBankPLC,AKOWONJO,57150660
939,N,,0,ZenithBankPLC,AKURE,57180012
940,N,,0,ZenithBankPLC,ALABAINTERNATIONAL,57150576
941,N,,0,ZenithBankPLC,ALLENAVENUE,57150165
942,N,,0,ZenithBankPLC,ALLENII,57150754
943,N,,0,ZenithBankPLC,AMINUKANO1,57080044
944,N,,0,ZenithBankPLC,AMINUKANO2,57080109
945,N,,0,ZenithBankPLC,AMUWOODOFIN,57150615
946,N,,0,ZenithBankPLC,ANTHONY,57150505
947,N,,0,ZenithBankPLC,APAPA,57150055
948,N,,0,ZenithBankPLC,APAPARD,57150835
949,N,,0,ZenithBankPLC,ASAROAD,57230030
950,N,,0,ZenithBankPLC,ASABA,57240020
951,N,,0,ZenithBankPLC,AUCHI,57040055
952,N,,0,ZenithBankPLC,AWKA,57020046
953,N,,0,ZenithBankPLC,BARBEACH,57150550
954,N,,0,ZenithBankPLC,BAUCHI,57030010
955,N,,0,ZenithBankPLC,BENIN,57040013
956,N,,0,ZenithBankPLC,BENINAIRPORTRD,57040042
957,N,,0,ZenithBankPLC,BIDA,57160032
958,N,,0,ZenithBankPLC,BIRNINKEBBI,57270016
959,N,,0,ZenithBankPLC,BONNYISLAND,57210047
960,N,,0,ZenithBankPLC,BOURDILLON,57150275
961,N,,0,ZenithBankPLC,BROADSTREET,57150631
962,N,,0,ZenithBankPLC,BUKURU,57200028
963,N,,0,ZenithBankPLC,LAWSCHOOL(BWARI),57080060
964,N,,0,ZenithBankPLC,CALABAR,57070012
965,N,,0,ZenithBankPLC,CATHOLICMISSIONST.,57150725
966,N,,0,ZenithBankPLC,CENTRALBUS.DISTRICT,57080073
967,N,,0,ZenithBankPLC,TRINITY,57150301
968,N,,0,ZenithBankPLC,COKER,57150107
969,N,,0,ZenithBankPLC,MEDICALROAD,57150848
970,N,,0,ZenithBankPLC,CREEKROAD,57150330
971,N,,0,ZenithBankPLC,DAMATURU,57310015
972,N,,0,ZenithBankPLC,DOPEMU,57150194
973,N,,0,ZenithBankPLC,DUTSE,57260013
974,N,,0,ZenithBankPLC,EJIGBO,57150712
975,N,,0,ZenithBankPLC,EKET,57010027
976,N,,0,ZenithBankPLC,EKPOMA,57040068
977,N,,0,ZenithBankPLC,ENUGU1,57250010
978,N,,0,ZenithBankPLC,ENUGU2(OGUIRD),57250023
979,N,,0,ZenithBankPLC,ERICMOORE,57150220
980,N,,0,ZenithBankPLC,ESTATELAYOUT,57250036
981,N,,0,ZenithBankPLC,EZENEIAVENUE,57240062
982,N,,0,ZenithBankPLC,FALOMO,57150217
983,N,,0,ZenithBankPLC,FESTAC,57150233
984,N,,0,ZenithBankPLC,FUNTUA,57130020
985,N,,0,ZenithBankPLC,GARKI,57080028
986,N,,0,ZenithBankPLC,GBAGADA,57150738
987,N,,0,ZenithBankPLC,GOMBE,57350017
988,N,,0,ZenithBankPLC,GUSAU,57370013
989,N,,0,ZenithBankPLC,GWAGWALADA,57080112
990,N,,0,ZenithBankPLC,H/OANNEXII,57150602
991,N,,0,ZenithBankPLC,H/OANNEXIII,57150796
992,N,,0,ZenithBankPLC,BRIDGEHEAD,57020033
993,N,,0,ZenithBankPLC,HEADOFFICE,57150013
994,N,,0,ZenithBankPLC,HERBERTMACAULEY,57150424
995,N,,0,ZenithBankPLC,IBADAN,57190015
996,N,,0,ZenithBankPLC,IBADAN3,57190031
997,N,,0,ZenithBankPLC,IDIMU,57150851
998,N,,0,ZenithBankPLC,IDI-ORO,57150741
999,N,,0,ZenithBankPLC,IDUMAGBO,57150039
1000,N,,0,ZenithBankPLC,IDUMOTA,57150026
1001,N,,0,ZenithBankPLC,IJEBUODE,57170022
1002,N,,0,ZenithBankPLC,IJU,57150534
1003,N,,0,ZenithBankPLC,IKEJA,57150042
1004,N,,0,ZenithBankPLC,IKEJAGRA,57150314
1005,N,,0,ZenithBankPLC,IKOM,57070038
1006,N,,0,ZenithBankPLC,IKORODU,57150385
1007,N,,0,ZenithBankPLC,IKORODUROAD,57150644
1008,N,,0,ZenithBankPLC,IKOTEKPENEROAD,57010043
1009,N,,0,ZenithBankPLC,IKOTA,57150479
1010,N,,0,ZenithBankPLC,IKOTASHOPPINGCOMPLEX,57150518
1011,N,,0,ZenithBankPLC,IKOYI,57150136
1012,N,,0,ZenithBankPLC,IKPOBAHILL,57040026
1013,N,,0,ZenithBankPLC,IKWERREROAD,57210034
1014,N,,0,ZenithBankPLC,ILE-IFE,57290025
1015,N,,0,ZenithBankPLC,ILESA,57290038
1016,N,,0,ZenithBankPLC,ILORIN,57140010
1017,N,,0,ZenithBankPLC,ILUPEJU,57150123
1018,N,,0,ZenithBankPLC,INT'LAIRPORTTERMINAL,57150408
1019,N,,0,ZenithBankPLC,ISOLO,57150084
1020,N,,0,ZenithBankPLC,IWOROAD,57190028
1021,N,,0,ZenithBankPLC,JALINGO,57300012
1022,N,,0,ZenithBankPLC,JOS,57200015
1023,N,,0,ZenithBankPLC,KADUNA,57110011
1024,N,,0,ZenithBankPLC,KADUNA2,57110037
1025,N,,0,ZenithBankPLC,KAFANCHAN,57110040
1026,N,,0,ZenithBankPLC,KANO,57120014
1027,N,,0,ZenithBankPLC,KANO2,57120027
1028,N,,0,ZenithBankPLC,KATSINA,57130017
1029,N,,0,ZenithBankPLC,KETU,57150864
1030,N,,0,ZenithBankPLC,KINGSWAY,57150877
1031,N,,0,ZenithBankPLC,KOFOABAYOMI,57150291
1032,N,,0,ZenithBankPLC,KOTANGORA,57160045
1033,N,,0,ZenithBankPLC,LAFIA,57360010
1034,N,,0,ZenithBankPLC,LAGOSCENTRAL,57150178
1035,N,,0,ZenithBankPLC,BWARI,57080125
1036,N,,0,ZenithBankPLC,LAWANSON,57150699
1037,N,,0,ZenithBankPLC,LEKKI,57150398
1038,N,,0,ZenithBankPLC,LIVERPOOL,57150880
1039,N,,0,ZenithBankPLC,LOKOJA,57280019
1040,N,,0,ZenithBankPLC,MAGODO,57150770
1041,N,,0,ZenithBankPLC,MAIDUGURI,57060019
1042,N,,0,ZenithBankPLC,MAIDUGURI2,57060022
1043,N,,0,ZenithBankPLC,MAKURDI,57050016
1044,N,,0,ZenithBankPLC,MARARABA,57080057
1045,N,,0,ZenithBankPLC,MARINA,57150068
1046,N,,0,ZenithBankPLC,MARINAII,57150628
1047,N,,0,ZenithBankPLC,MATORI,57150071
1048,N,,0,ZenithBankPLC,COMPUTERVILLAGE,57150453
1049,N,,0,ZenithBankPLC,MINNA,57160016
1050,N,,0,ZenithBankPLC,MOLONEY,57150822
1051,N,,0,ZenithBankPLC,MUBI,57090021
1052,N,,0,ZenithBankPLC,MURIOKUNOLA,57150589
1053,N,,0,ZenithBankPLC,NKPOR,57020059
1054,N,,0,ZenithBankPLC,NNAMDIAZIKWE(OGINIBA),57210050
1055,N,,0,ZenithBankPLC,NNEWI,57020020
1056,N,,0,ZenithBankPLC,NSUKKA,57250052
1057,N,,0,ZenithBankPLC,OBAJANA,57280022
1058,N,,0,ZenithBankPLC,OFFA,57140023
1059,N,,0,ZenithBankPLC,OGBA,57150110
1060,N,,0,ZenithBankPLC,OGIDI,57020075
1061,N,,0,ZenithBankPLC,OGOJA,57070025
1062,N,,0,ZenithBankPLC,OGUDU,57150466
1063,N,,0,ZenithBankPLC,OGUNLANADRIVE,57150356
1064,N,,0,ZenithBankPLC,OJODU,57150893
1065,N,,0,ZenithBankPLC,OKADA,57040084
1066,N,,0,ZenithBankPLC,OKEARIN,57150181
1067,N,,0,ZenithBankPLC,OKIGWE,57100021
1068,N,,0,ZenithBankPLC,OKOTA,57150411
1069,N,,0,ZenithBankPLC,OLDOJOROAD,57150440
1070,N,,0,ZenithBankPLC,OLOSA,57150369
1071,N,,0,ZenithBankPLC,OLOWU,57150783
1072,N,,0,ZenithBankPLC,ONITSHA,57020017
1073,N,,0,ZenithBankPLC,ONNE,57210076
1074,N,,0,ZenithBankPLC,OPEBI,57150259
1075,N,,0,ZenithBankPLC,OREGUN,57150246
1076,N,,0,ZenithBankPLC,OSHOGBO,57290012
1077,N,,0,ZenithBankPLC,OWERRI,57100018
1078,N,,0,ZenithBankPLC,OZUMBAMBADIWE,57150767
1079,N,,0,ZenithBankPLC,OYIGBO,57210089
1080,N,,0,ZenithBankPLC,SAPELEROAD,57040071
1081,N,,0,ZenithBankPLC,PALMAVENUE,57150327
1082,N,,0,ZenithBankPLC,PENCINEMA,57150903
1083,N,,0,ZenithBankPLC,PORTHARCOURT,57210018
1084,N,,0,ZenithBankPLC,PRESIDENTIALROAD,57250065
1085,N,,0,ZenithBankPLC,RELIEFMARKET,57020062
1086,N,,0,ZenithBankPLC,RUMUIBEKWE,57210063
1087,N,,0,ZenithBankPLC,SABON-GARI,57120030
1088,N,,0,ZenithBankPLC,SANGOOTA,57150495
1089,N,,0,ZenithBankPLC,SANUSIFAFUNWA,57150592
1090,N,,0,ZenithBankPLC,SAPELE,57240046
1091,N,,0,ZenithBankPLC,SHAGAMU,57170035
1092,N,,0,ZenithBankPLC,SOKOTO,57220011
1093,N,,0,ZenithBankPLC,ST.FINBARRSROAD,57150563
1094,N,,0,ZenithBankPLC,SULEJA,57160029
1095,N,,0,ZenithBankPLC,SURULERE,57150097
1096,N,,0,ZenithBankPLC,TEJUOSHO,57150673
1097,N,,0,ZenithBankPLC,TRADEFAIR,57150262
1098,N,,0,ZenithBankPLC,TRANSCORPHILTON,57080086
1099,N,,0,ZenithBankPLC,UMUAHIA,57230027
1100,N,,0,ZenithBankPLC,UNITYROAD,57120043
1101,N,,0,ZenithBankPLC,USELU,57040039
1102,N,,0,ZenithBankPLC,JABI,57080138
1103,N,,0,ZenithBankPLC,UTAKO,57080141
1104,N,,0,ZenithBankPLC,UYO,57010014
1105,N,,0,ZenithBankPLC,VICTORIAISLAND,57150149
1106,N,,0,ZenithBankPLC,WARRI,57240017
1107,N,,0,ZenithBankPLC,WARRIII,57240059
1108,N,,0,ZenithBankPLC,WHARFRD,57150152
1109,N,,0,ZenithBankPLC,WUSE,57080031
1110,N,,0,ZenithBankPLC,SNAKEISLAND,57150055
1111,N,,0,ZenithBankPLC,YENAGOA,57320018
1112,N,,0,ZenithBankPLC,YOLA,57090018
1113,N,,0,ZenithBankPLC,ZARIA,57110024
1114,N,,0,ZenithBankPLC,ZIKAVENUE,57250049
1115,N,,0,ZenithBankPLC,ALUMINIUMVILLAGE,57150806
1116,N,,0,ZenithBankPLC,GBAGADA2,57150819
1117,N,,0,ZenithBankPLC,LASU,57150916
1118,N,,0,ZenithBankPLC,OTUKPOR,57050029
1119,N,,0,ZenithBankPLC,ABRAKA,57240075
1120,N,,0,ZenithBankPLC,EFAB,57080154
1121,N,,0,ZenithBankPLC,FALOMOR/ABOUT,57150929
1122,N,,0,ZenithBankPLC,ADENIYIJONES,57150932
1123,N,,0,ZenithBankPLC,MOBILROAD,57150945
1124,N,,0,ZenithBankPLC,SANGOOTA2,57150958
1125,N,,0,ZenithBankPLC,BODIJA,57190057
1126,N,,0,ZenithBankPLC,LEKKIEXPRESSWAY,57150961
1127,N,,0,ZenithBankPLC,MAITAMA2,57080167
1128,N,,0,ZenithBankPLC,ABAROAD2,57210092
1129,N,,0,ZenithBankPLC,AZIKIWEROAD,P/H,57210102
1130,N,,0,ZenithBankPLC,AZARE,57030023
1131,N,,0,ZenithBankPLC,LASPOTECH,57150974
1132,N,,0,ZenithBankPLC,EPE,57150987
1133,N,,0,ZenithBankPLC,GARKIMODELMKT,57080170
1134,N,,0,ZenithBankPLC,OMOKU,57210115
1135,N,,0,ZenithBankPLC,ORLU,57100034
1136,N,,0,ZenithBankPLC,AFIKPO,57330024
1137,N,,0,ZenithBankPLC,KUDIRATABIOLAWAY,57150990
1138,N,,0,ZenithBankPLC,BOLADEOSHODI,57151009
1139,N,,0,ZenithBankPLC,HOTORO,57120056
1140,N,,0,ZenithBankPLC,ILUPEJU2,57151012
1141,N,,0,ZenithBankPLC,CENTRALBUS.DISTR2,57080183
1142,N,,0,ZenithBankPLC,NEWWUSE,57080196
1143,N,,0,ZenithBankPLC,UNIBEN,57040097
1144,N,,0,ZenithBankPLC,SAKPOBAROAD,57040107
1145,N,,0,ZenithBankPLC,EKENWAROAD,57040110
1146,N,,0,ZenithBankPLC,BADAGRY,57151025
1147,N,,0,ZenithBankPLC,ONDOTOWN,57180025
1148,N,,0,ZenithBankPLC,ASPAMDA,57151038
1149,N,,0,ZenithBankPLC,MAIDUGURI3,57060035
1150,N,,0,ZenithBankPLC,POTISKUM,57310028
1151,N,,0,ZenithBankPLC,WUDIL,57120069
1152,N,,0,ZenithBankPLC,FEDSECRETARIAT,57080206
1153,N,,0,ZenithBankPLC,ALAGBADO,57151041
1154,N,,0,ZenithBankPLC,TRINITY2,57151054
1155,N,,0,ZenithBankPLC,EKWULOBIA,57020088
1156,N,,0,ZenithBankPLC,KEFFI,57151067
1157,N,,0,ZenithBankPLC,SATELLITETOWN,57151070
1158,N,,0,ZenithBankPLC,UGHELLI,57240088
1159,N,,0,ZenithBankPLC,UMUNZE,57020091
1160,N,,0,ZenithBankPLC,MISSIONROAD,57040123
1161,N,,0,ZenithBankPLC,KUBWA,57080219
1162,N,,0,ZenithBankPLC,UROMI,57040136
1163,N,,0,ZenithBankPLC,OWERRI,57100047
1164,N,,0,ZenithBankPLC,OGBA2,57151083
1165,N,,0,ZenithBankPLC,IKOTUN,57151096
1166,N,,0,ZenithBankPLC,AGEGEMOTORRD,57151106
1167,N,,0,ZenithBankPLC,EBUTE-ERO,57151119
1168,N,,0,ZenithBankPLC,ILORIN2,57140036
1169,N,,0,ZenithBankPLC,ABA3,57230043
1170,N,,0,ZenithBankPLC,DEI-DEI,57080222
1171,N,,0,ZenithBankPLC,NATIONALASSEMBLY,57080235
1172,N,,0,ZenithBankPLC,UYO3,57010056
1173,N,,0,ZenithBankPLC,AKUTE,57151122
1174,N,,0,ZenithBankPLC,SEME-BORDER,57151135
1175,N,,0,ZenithBankPLC,DUTSEALHAJI,57080248
1176,N,,0,ZenithBankPLC,ENUGUHOUSEABUJA,57080251
1177,N,,0,ZenithBankPLC,OYOTOWN,57190060
1178,N,,0,ZenithBankPLC,OLUYOLE,57190073
1179,N,,0,ZenithBankPLC,OWODE,57170048
1180,N,,0,ZenithBankPLC,ABAKALIKI2,57330037
1181,N,,0,ZenithBankPLC,ELECTRONICMRKT,57020101
1182,N,,0,ZenithBankPLC,GWARIMPA,57080264
1183,N,,0,ZenithBankPLC,KEBBIHOUSE,57080277
1184,N,,0,ZenithBankPLC,MAPAPE,57080280
1185,N,,0,ZenithBankPLC,OKENE,57280035
1186,N,,0,ZenithBankPLC,EAGLE,57080293
1187,N,,0,ZenithBankPLC,JOS2,57200031
1188,N,,0,ZenithBankPLC,MARYSLESSOR,57070041
1189,N,,0,ZenithBankPLC,OKEILEWO,57170051
1190,N,,0,ZenithBankPLC,PTIROAD,57240091
1191,N,,0,ZenithBankPLC,LADIPOOLUWOLE,57151148
1192,N,,0,ZenithBankPLC,ALAUSA,57151151
1193,N,,0,ZenithBankPLC,KOFARRUWA,57120072
1194,N,,0,ZenithBankPLC,WUKARI,57300025
1195,N,,0,ZenithBankPLC,SULTANABUBUKAR,57080303
1196,N,,0,ZenithBankPLC,ASOKORO,57080316
1197,N,,0,ZenithBankPLC,REDEMPTIONCAMP,57170064
1198,N,,0,ZenithBankPLC,KWALE,57240101
1199,N,,0,ZenithBankPLC,OREGBENI,57040149
1200,N,,0,ZenithBankPLC,BENIN-AGBORPARK,57040152
1201,N,,0,ZenithBankPLC,SAKATINUBU,57151164
1202,N,,0,ZenithBankPLC,NNAMDIAZIK.UNIV,57020114
1203,N,,0,ZenithBankPLC,GWALEKABUGA,57120085
1204,N,,0,ZenithBankPLC,NAIBAWA,57120098
1205,N,,0,ZenithBankPLC,AYINGBA,57280048
1206,N,,0,ZenithBankPLC,IKPOBASLOPE,57040165
1207,N,,0,ZenithBankPLC,OGBOMOSHO,57190086
1208,N,,0,ZenithBankPLC,ALAKA,57151177
1209,N,,0,ZenithBankPLC,WAREHOUSERD2,57151180
1210,N,,0,ZenithBankPLC,YABATECH,57151193
1211,N,,0,ZenithBankPLC,GBOKO,57050032
1212,N,,0,ZenithBankPLC,YOLA2,57090034
1213,N,,0,ZenithBankPLC,OSISIOMA,57230056
1214,N,,0,ZenithBankPLC,SOKOTO2,57220024
1215,N,,0,ZenithBankPLC,TALATAMAFARA,57370026
1216,N,,0,ZenithBankPLC,IMOLANE,57230069
1217,N,,0,ZenithBankPLC,IHIALA,57020127
1218,N,,0,ZenithBankPLC,FUTUREVIEWPLAZA,57080329
1219,N,,0,ZenithBankPLC,OZUMBAMBADIWE2,57151203
1220,N,,0,ZenithBankPLC,DURUMI,57080332
1221,N,,0,ZenithBankPLC,ZUBA,57080345
1222,N,,0,ZenithBankPLC,WUSE4,57080358
1223,N,,0,ZenithBankPLC,CHAMLEY(CALABAR2),57070054
1224,N,,0,ZenithBankPLC,EFFURUN-SAPELEROAD,57240114
1225,N,,0,ZenithBankPLC,OWERRI3,57100050
1226,N,,0,ZenithBankPLC,SILVERBIRDGALLERIA,57080361
1227,N,,0,ZenithBankPLC,CHARITY-OSHODI,57151216
1228,N,,0,ZenithBankPLC,NINTHMILECORNER,57250078
1229,N,,0,ZenithBankPLC,SAKI,57190099
1230,N,,0,ZenithBankPLC,ZOOROAD,57120108
1231,N,,0,ZenithBankPLC,ALGERIASTREET(WUSEANNEX),57080374
1232,N,,0,ZenithBankPLC,AWOLOWOWAY,57151229
1233,N,,0,ZenithBankPLC,RUMUOLA,57210128
1234,N,,0,ZenithBankPLC,RUMUKWURUSHI,57210131
1235,N,,0,ZenithBankPLC,OKPANAMRD(ASABA3),57240127
1236,N,,0,ZenithBankPLC,HERBERTMACAULEY2,57151232
1237,N,,0,ZenithBankPLC,SANGOOTA3,57151245
1238,N,,0,ZenithBankPLC,NEWMARKETROAD,57020130
1239,N,,0,ZenithBankPLC,KADUNAREFINERY,57110053
1240,N,,0,ZenithBankPLC,ORO-AGOCRESCENT,57080387
1241,N,,0,ZenithBankPLC,SOKOTO3,57220037
1242,N,,0,ZenithBankPLC,GWARZO,57120111
1243,N,,0,ZenithBankPLC,OHAFIA,57230072
1244,N,,0,ZenithBankPLC,OKEODO,57151258
1245,N,,0,ZenithBankPLC,MARINEROAD,57151261
1246,N,,0,ZenithBankPLC,OKEARIN2,57151274
1247,N,,0,ZenithBankPLC,KCITY,57080390
1248,N,,0,ZenithBankPLC,KADUNA3,57110066
1249,N,,0,KeystoneBankLtd.,HeadOffice,82150017
1250,N,,0,KeystoneBankLtd.,VictoriaIsland1,82150020
1251,N,,0,KeystoneBankLtd.,ApapaBranch,82150033
1252,N,,0,KeystoneBankLtd.,AbujaBranch,82080051
1253,N,,0,KeystoneBankLtd.,PortHarcourtBranch1,82210067
1254,N,,0,KeystoneBankLtd.,WarriBranch,82240082
1255,N,,0,KeystoneBankLtd.,kanoBranch,82120092
1256,N,,0,KeystoneBankLtd.,IkoyiBranch,82150101
1257,N,,0,KeystoneBankLtd.,AspamdaBranch,82150114
1258,N,,0,KeystoneBankLtd.,OnitshaBranch,82020121
1259,N,,0,KeystoneBankLtd.,BroadStreet,82150130
1260,N,,0,KeystoneBankLtd.,YenagoaBranch,82210148
1261,N,,0,KeystoneBankLtd.,AsabaBranch,82090151
1262,N,,0,KeystoneBankLtd.,SurulereBranch,82150169
1263,N,,0,KeystoneBankLtd.,VictoriaIsland2,82150172
1264,N,,0,KeystoneBankLtd.,BeninBranch,82240189
1265,N,,0,KeystoneBankLtd.,UyoBranch,82010199
1266,N,,0,KeystoneBankLtd.,Ikeja-2Branch,82150211
1267,N,,0,KeystoneBankLtd.,Omolebranch,82150224
1268,N,,0,KeystoneBankLtd.,Isolobranch,82150237
1269,N,,0,KeystoneBankLtd.,Ilupejubranch,82150240
1270,N,,0,KeystoneBankLtd.,Festacbranch,82150253
1271,N,,0,KeystoneBankLtd.,GarkiBranch(Abj2),82080268
1272,N,,0,KeystoneBankLtd.,PortHarcourtBranch2,82210274
1273,N,,0,KeystoneBankLtd.,VictoriaIsland3,82150282
1274,N,,0,KeystoneBankLtd.,AbaBranch,82230296
1275,N,,0,KeystoneBankLtd.,AwkaBranch,82020309
1276,N,,0,KeystoneBankLtd.,VictoriaIsland4,82150321
1277,N,,0,KeystoneBankLtd.,EkpomaBranch,82240338
1278,N,,0,KeystoneBankLtd.,UmuahiaBranch,82230348
1279,N,,0,KeystoneBankLtd.,OwerriBranch,82100355
1280,N,,0,KeystoneBankLtd.,AbujaCBD,82080365
1281,N,,0,KeystoneBankLtd.,AbujaWuse,82080378
1282,N,,0,KeystoneBankLtd.,ApapaBranch2,82150389
1283,N,,0,KeystoneBankLtd.,Bauchi,82030399
1284,N,,0,KeystoneBankLtd.,BirninKebbiBranch,82220400
1285,N,,0,KeystoneBankLtd.,GombeBranch,82390411
1286,N,,0,KeystoneBankLtd.,GusauBranch,82220426
1287,N,,0,KeystoneBankLtd.,KadunaHeadofficeBranch,82110439
1288,N,,0,KeystoneBankLtd.,IbadanBranch,82190446
1289,N,,0,KeystoneBankLtd.,IbafonBranch,82150457
1290,N,,0,KeystoneBankLtd.,IdumotaBranch,82150460
1291,N,,0,KeystoneBankLtd.,IkejaHB,82150473
1292,N,,0,KeystoneBankLtd.,IlorinBranch,82140496
1293,N,,0,KeystoneBankLtd.,JosBranch,82200501
1294,N,,0,KeystoneBankLtd.,KadunaMainBranch,82110510
1295,N,,0,KeystoneBankLtd.,KadunaSouthBranch,82110523
1296,N,,0,KeystoneBankLtd.,KanoCityBranch,82120539
1297,N,,0,KeystoneBankLtd.,KanoFagge,82120542
1298,N,,0,KeystoneBankLtd.,KanoMainBranch,82120555
1299,N,,0,KeystoneBankLtd.,KatsinaBranch,82130561
1300,N,,0,KeystoneBankLtd.,MaiduguriBranch,82060576
1301,N,,0,KeystoneBankLtd.,MakurdiBranch,82050586
1302,N,,0,KeystoneBankLtd.,MinnaBranch,82160599
1303,N,,0,KeystoneBankLtd.,NDABranch,82110604
1304,N,,0,KeystoneBankLtd.,OnitshaBranch2,82020613
1305,N,,0,KeystoneBankLtd.,PortHarcourtBranch3,82210627
1306,N,,0,KeystoneBankLtd.,SokotoBranch,82220633
1307,N,,0,KeystoneBankLtd.,TBSBranch,82150648
1308,N,,0,KeystoneBankLtd.,TransAmadiBranch,82210669
1309,N,,0,KeystoneBankLtd.,WarriBranch2,82240671
1310,N,,0,KeystoneBankLtd.,YolaBranch,82040680
1311,N,,0,KeystoneBankLtd.,BIUBRANCH,82060699
1312,N,,0,KeystoneBankLtd.,ABA2BRANCH,82230705
1313,N,,0,KeystoneBankLtd.,AbakalikiBranch,82250713
1314,N,,0,KeystoneBankLtd.,AbeokutaBranch,82170725
1315,N,,0,KeystoneBankLtd.,Ado-EkitiBranch,82180731
