id,delFlag,deletedOn,version,bankName,branchName,sortCode
3050,N,,0,ECOBANKNIGERIAPLC,218_ONITSHABRANCH,50021314
3051,N,,0,ECOBANKNIGERIAPLC,232_NNEWIBRANCH,50021301
3052,N,,0,ECOBANKNIGERIAPLC,243_ONITSHAMAINMARKETBRANCH,50021291
3053,N,,0,ECOBANKNIGERIAPLC,270_AWKABRANCH,50021288
3054,N,,0,ECOBANKNIGERIAPLC,285_OBODOUKWUROAD(ONITSHA)BRANCH,50021275
3055,N,,0,ECOBANKNIGERIAPLC,302_IWEKAROADBRANCH-ONITSHA,50021262
3056,N,,0,ECOBANKNIGERIAPLC,339_BAKERYMARKETBRANCHONITSHA,50021259
3057,N,,0,ECOBANKNIGERIAPLC,357_BRIDGEHEADONITSHA,50021246
3058,N,,0,ECOBANKNIGERIAPLC,394_IHIALA-ANAMBRA,50021330
3059,N,,0,ECOBANKNIGERIAPLC,407_ELECTRICALMARKET,50021327
3060,N,,0,ECOBANKNIGERIAPLC,439_ULIBRANCHANAMBRA,50021343
3061,N,,0,ECOBANKNIGERIAPLC,465_EKWULOBIABRANCHANAMBRASTATE,50021356
3062,N,,0,ECOBANKNIGERIAPLC,466_ENUGU-ONITSHAEXPWAYAWKA,50021369
3063,N,,0,ECOBANKNIGERIAPLC,467_OSEMARKETBRANCHONITSHA,50021372
3064,N,,0,ECOBANKNIGERIAPLC,6_APAPA-WHARFROAD,50150159
3065,N,,0,ECOBANKNIGERIAPLC,46_APAPA-WAREHOUSEROAD,50150395
3066,N,,0,ECOBANKNIGERIAPLC,49_LAGOS-OLODIAPAPA,50150573
3067,N,,0,ECOBANKNIGERIAPLC,92_LAGOS-ORILE,50151006
3068,N,,0,ECOBANKNIGERIAPLC,221_APAPABRANCH,50151394
3069,N,,0,ECOBANKNIGERIAPLC,241_IBACHEMBRANCH,50151446
3070,N,,0,ECOBANKNIGERIAPLC,300_COMMERCIALROADBRANCH-APAPA,50151679
3071,N,,0,ECOBANKNIGERIAPLC,315_WAREHOUSEROADAPAPABRANCH,50151695
3072,N,,0,ECOBANKNIGERIAPLC,332_MOBILROADAPAPA,50151802
3073,N,,0,ECOBANKNIGERIAPLC,337_POINTROADAPAPABRANCH,50151815
3074,N,,0,ECOBANKNIGERIAPLC,373_CREEKROADBRANCHLAGOS,50151912
3075,N,,0,ECOBANKNIGERIAPLC,374_ORILECOKERBRANCHLAGOS,50151925
3076,N,,0,ECOBANKNIGERIAPLC,401_AMUWOODOFINBRANCH,50152005
3077,N,,0,ECOBANKNIGERIAPLC,406_DILLIONSTREETBRANCH,50152018
3078,N,,0,ECOBANKNIGERIAPLC,423_KIRIKIRIROADBRANCHAPAPA,50152063
3079,N,,0,ECOBANKNIGERIAPLC,441_TRINITYBRANCHLAGOS,50152115
3080,N,,0,ECOBANKNIGERIAPLC,451_PARKLANEBRANCHAPAPA,50152199
3081,N,,0,ECOBANKNIGERIAPLC,20_EKET-QIT,50010299
3082,N,,0,ECOBANKNIGERIAPLC,27_UYO-ORONROAD,50010338
3083,N,,0,ECOBANKNIGERIAPLC,30_UYO-BARRACKSROAD,50010639
3084,N,,0,ECOBANKNIGERIAPLC,33_ORON-ORONROAD,50010914
3085,N,,0,ECOBANKNIGERIAPLC,39_CALABAR-MARYSLESSOR,50070802
3086,N,,0,ECOBANKNIGERIAPLC,93_CALABAR-CALABAR2,50071018
3087,N,,0,ECOBANKNIGERIAPLC,98_CALABAR-OBUDU,50070051
3088,N,,0,ECOBANKNIGERIAPLC,103_CALABAR-IGOLIOGOJA,50070064
3089,N,,0,ECOBANKNIGERIAPLC,157_CALABAR-IKOM,50070077
3090,N,,0,ECOBANKNIGERIAPLC,206_UYO-NNUNGUDOE,50010642
3091,N,,0,ECOBANKNIGERIAPLC,230_EKETBRANCH,50010956
3092,N,,0,ECOBANKNIGERIAPLC,231_CALABARBRANCH,50071021
3093,N,,0,ECOBANKNIGERIAPLC,234_UYOBRANCH,50010969
3094,N,,0,ECOBANKNIGERIAPLC,313_OGOJABRANCH,50071047
3095,N,,0,ECOBANKNIGERIAPLC,335_EDIBAROADCALABARBRANCH,50071254
3096,N,,0,ECOBANKNIGERIAPLC,412_IKOMBRANCH,50071063
3097,N,,0,ECOBANKNIGERIAPLC,447_AKAROADBRANCHUYO,50010972
3098,N,,0,ECOBANKNIGERIAPLC,586_ETAAGBORROADBRANCH,50071076
3099,N,,0,ECOBANKNIGERIAPLC,74_ABRAKA-DELSU,50090730
3100,N,,0,ECOBANKNIGERIAPLC,75_ASABA-ANWAIDUALCARRIAGE,50090785
3101,N,,0,ECOBANKNIGERIAPLC,210_AGBOR-OLDLAGOSASABAROAD,50090125
3102,N,,0,ECOBANKNIGERIAPLC,215_ASABABRANCH,50091522
3103,N,,0,ECOBANKNIGERIAPLC,233_UGHELLIBRANCH,50091315
3104,N,,0,ECOBANKNIGERIAPLC,254_ASABA2BRANCH,50091548
3105,N,,0,ECOBANKNIGERIAPLC,292_ABRAKABRANCH,50091577
3106,N,,0,ECOBANKNIGERIAPLC,340_UGHELLIMARKETBRANCH,50091580
3107,N,,0,ECOBANKNIGERIAPLC,358_EKREJETAQUARTERSABRAKA,50091593
3108,N,,0,ECOBANKNIGERIAPLC,382_KWALEBRANCHDELTASTATE,50091616
3109,N,,0,ECOBANKNIGERIAPLC,383_AGBORBRANCHDELTASTATE,50091629
3110,N,,0,ECOBANKNIGERIAPLC,428_OBIARUKUBRANCHDELTASTATE,50091632
3111,N,,0,ECOBANKNIGERIAPLC,431_OKPANAMROADBRANCHASABA,50091140
3112,N,,0,ECOBANKNIGERIAPLC,473_DENNISOSADEBEWAYBRASABA,50091166
3113,N,,0,ECOBANKNIGERIAPLC,494_UGHELLICENTRALBRANCH,50091221
3114,N,,0,ECOBANKNIGERIAPLC,495_PATANIROADBRANCHUGHELLI,50091234
3115,N,,0,ECOBANKNIGERIAPLC,580_AGBARHOBRANCH,50091276
3116,N,,0,ECOBANKNIGERIAPLC,8_WARRI-EFFURUN,50240205
3117,N,,0,ECOBANKNIGERIAPLC,22_WARRI-WRPC,50240098
3118,N,,0,ECOBANKNIGERIAPLC,38_WARRI-DECOROAD,50090662
3119,N,,0,ECOBANKNIGERIAPLC,76_SAPELE-AMIKPE,50090963
3120,N,,0,ECOBANKNIGERIAPLC,139_WARRI-EKUHOUSE,50090057
3121,N,,0,ECOBANKNIGERIAPLC,217_WARRIBRANCH,50091302
3122,N,,0,ECOBANKNIGERIAPLC,249_PPMCBRANCH,50091535
3123,N,,0,ECOBANKNIGERIAPLC,257_EFFURUNBRANCH,50091551
3124,N,,0,ECOBANKNIGERIAPLC,272_SAPELEBRANCH,50091564
3125,N,,0,ECOBANKNIGERIAPLC,359_UDUROADWARRIDELTASTATE,50091603
3126,N,,0,ECOBANKNIGERIAPLC,450_AIRPORTROADBRANCHWARRI,50091153
3127,N,,0,ECOBANKNIGERIAPLC,474_OGHAREFEBRANCHDELTASTATE,50091179
3128,N,,0,ECOBANKNIGERIAPLC,486_ENHERENJUNCTIONWARRI,50091182
3129,N,,0,ECOBANKNIGERIAPLC,488_WARRIMAINMKTBRANCH,50091506
3130,N,,0,ECOBANKNIGERIAPLC,492_JAKPABRANCHWARRI,50091205
3131,N,,0,ECOBANKNIGERIAPLC,493_DSCALADJABRANCHDELTA,50091218
3132,N,,0,ECOBANKNIGERIAPLC,550_EFFURUNBARRACKSBRANCH,50091247
3133,N,,0,ECOBANKNIGERIAPLC,551_KOKOBRANCH,DELTA,50091250
3134,N,,0,ECOBANKNIGERIAPLC,552_BOYOROADBRANCH,DELTA,50091263
3135,N,,0,ECOBANKNIGERIAPLC,581_IGBUDUMARKETBRANCH,50091289
3136,N,,0,ECOBANKNIGERIAPLC,582_NIGERIANGASCOMPANYBRANCH,50091292
3137,N,,0,ECOBANKNIGERIAPLC,28_NEWLAGOSRD,BENIN,50240344
3138,N,,0,ECOBANKNIGERIAPLC,60_AUCHI-POLYTECHNICROAD,50240797
3139,N,,0,ECOBANKNIGERIAPLC,61_BENIN-USELU,50240412
3140,N,,0,ECOBANKNIGERIAPLC,77_EKPOMA-AMBROSEALLIUNIVERSITY,50240810
3141,N,,0,ECOBANKNIGERIAPLC,244_BENINBRANCH,50241055
3142,N,,0,ECOBANKNIGERIAPLC,255_PPMC-BENIN,50241068
3143,N,,0,ECOBANKNIGERIAPLC,290_SAPELEROAD(BENIN)BRANCH,50241071
3144,N,,0,ECOBANKNIGERIAPLC,360_USELUROADBENINCITY,50241097
3145,N,,0,ECOBANKNIGERIAPLC,396_MISSIONROAD-BENINCITY,50241107
3146,N,,0,ECOBANKNIGERIAPLC,403_AUCHIBRANCH,50241110
3147,N,,0,ECOBANKNIGERIAPLC,440_UGBOWOBRANCHEDO,50241123
3148,N,,0,ECOBANKNIGERIAPLC,481_OBAMARKETBRANCHBENIN,50241136
3149,N,,0,ECOBANKNIGERIAPLC,496_UROMIBRANCHEDOSTATE,50241149
3150,N,,0,ECOBANKNIGERIAPLC,498_IKPOBAHILLBRANCHBENIN,50241233
3151,N,,0,ECOBANKNIGERIAPLC,499_UPPERSILUKOBRANCHBENIN,50241194
3152,N,,0,ECOBANKNIGERIAPLC,553_UPPERUWA,BENIN,50241204
3153,N,,0,ECOBANKNIGERIAPLC,554_AKPAKPAVABRANCH,50241217
3154,N,,0,ECOBANKNIGERIAPLC,37_ENUGU-OKPARAAVENUE,50250017
3155,N,,0,ECOBANKNIGERIAPLC,50_ABAKALIKI-OKPARASTRRET,50330720
3156,N,,0,ECOBANKNIGERIAPLC,119_ENUGU-OKPARAAVENUE2,50250020
3157,N,,0,ECOBANKNIGERIAPLC,229_ENUGUBRANCH,50250172
3158,N,,0,ECOBANKNIGERIAPLC,269_ABAKALIKIBRANCH,50330775
3159,N,,0,ECOBANKNIGERIAPLC,361_AGBANIROADENUGU,50250240
3160,N,,0,ECOBANKNIGERIAPLC,362_GARDENAVENUEENUGU,50250237
3162,N,,0,ECOBANKNIGERIAPLC,462_OBOLLOAFORBRANCHENUGUSTATE,50250211
3163,N,,0,ECOBANKNIGERIAPLC,463_EMENEBRANCHENUGUSTATE,50250208
3164,N,,0,ECOBANKNIGERIAPLC,464_STATESECRETARIATBRABAKALIKI,50330788
3165,N,,0,ECOBANKNIGERIAPLC,537_AFIKPO,50330791
3166,N,,0,ECOBANKNIGERIAPLC,539_EZZAROADBRANCH,50330801
3167,N,,0,ECOBANKNIGERIAPLC,541_UNNNSUKKABRANCH,50250185
3168,N,,0,ECOBANKNIGERIAPLC,579_9THMILESBRANCH,50021385
3169,N,,0,ECOBANKNIGERIAPLC,12_ABUJA-WUSE2,50080216
3170,N,,0,ECOBANKNIGERIAPLC,31_ABUJA-ZONE4,50080368
3171,N,,0,ECOBANKNIGERIAPLC,35_ABUJA-NYANYA,50080562
3172,N,,0,ECOBANKNIGERIAPLC,48_ABUJA-GARKI2,50080371
3173,N,,0,ECOBANKNIGERIAPLC,51_ABUJA-LEMERIDIAN,50080355
3174,N,,0,ECOBANKNIGERIAPLC,53_ABUJA-GWAGWALADA,50080449
3175,N,,0,ECOBANKNIGERIAPLC,102_NATIONALASSEMBLYABUJA,50080083
3176,N,,0,ECOBANKNIGERIAPLC,104_ABUJA-ECOWAS,50080096
3177,N,,0,ECOBANKNIGERIAPLC,113_ABUJA-AREA3GARKI,50080106
3178,N,,0,ECOBANKNIGERIAPLC,128_ABUJA-MAINACOURT,50080119
3179,N,,0,ECOBANKNIGERIAPLC,142_ABUJA-DEIDEI,50080135
3180,N,,0,ECOBANKNIGERIAPLC,162_ABUJA-ASOKORO,50080148
3181,N,,0,ECOBANKNIGERIAPLC,169_ABUJA-OAGF,50080151
3182,N,,0,ECOBANKNIGERIAPLC,220_ABUJAHEADOFFICE,50080753
3183,N,,0,ECOBANKNIGERIAPLC,224_ABUJA2,50080766
3184,N,,0,ECOBANKNIGERIAPLC,251_NNAMDIAZIKIWEAIRPORTBRANCH,50080779
3185,N,,0,ECOBANKNIGERIAPLC,252_EMABPLAZABRANCH,50080782
3186,N,,0,ECOBANKNIGERIAPLC,253_DEI-DEIBRANCH,50080795
3187,N,,0,ECOBANKNIGERIAPLC,271_WUSE2BRANCH,50080805
3188,N,,0,ECOBANKNIGERIAPLC,275_FMBNCOMPLEXBRANCH,50080818
3189,N,,0,ECOBANKNIGERIAPLC,276_GARKIBRANCH,50080821
3190,N,,0,ECOBANKNIGERIAPLC,288_LOKOJABRANCH,50280977
3191,N,,0,ECOBANKNIGERIAPLC,297_AMINUKANOBRANCH,50080834
3192,N,,0,ECOBANKNIGERIAPLC,298_ASOKOROBRANCH,50080847
3193,N,,0,ECOBANKNIGERIAPLC,310_AREA8BRANCH-ABUJA,50080850
3194,N,,0,ECOBANKNIGERIAPLC,323_GWAGWALADABRANCH,50080863
3195,N,,0,ECOBANKNIGERIAPLC,329_KUBWABRANCH,50080876
3196,N,,0,ECOBANKNIGERIAPLC,333_NAFCONHOUSEBRANCH,50080889
3197,N,,0,ECOBANKNIGERIAPLC,334_NICONHOUSEBRANCH,50080892
3198,N,,0,ECOBANKNIGERIAPLC,336_MAITAMABRANCH,50080902
3199,N,,0,ECOBANKNIGERIAPLC,355_NEXIMHOUSEBRABUJA,50080928
3200,N,,0,ECOBANKNIGERIAPLC,356_SHIPPERSCOUNCIL,50080931
3201,N,,0,ECOBANKNIGERIAPLC,367_OBAJANABRANCHKOGI,50280061
3202,N,,0,ECOBANKNIGERIAPLC,368_MARARABABRANCHNASARAWA,50360253
3203,N,,0,ECOBANKNIGERIAPLC,390_NNPC-ABUJA,50080957
3204,N,,0,ECOBANKNIGERIAPLC,391_MINT-ABUJA,50080960
3205,N,,0,ECOBANKNIGERIAPLC,393_NCC-ABUJA,50080986
3206,N,,0,ECOBANKNIGERIAPLC,399_ABIAHOUSE-ABUJA,50080999
3207,N,,0,ECOBANKNIGERIAPLC,402_AREA1BRANCH-ABUJA,50081008
3208,N,,0,ECOBANKNIGERIAPLC,409_GOWONBARRACKSBRANCH,50081011
3209,N,,0,ECOBANKNIGERIAPLC,410_GWARINPABRANCH,50081024
3210,N,,0,ECOBANKNIGERIAPLC,411_IBBWAY-LOKOJA,50280074
3211,N,,0,ECOBANKNIGERIAPLC,458_GADONASCOROADABUJA,50081037
3212,N,,0,ECOBANKNIGERIAPLC,459_ZONE4BRANCHABUJA,50081040
3213,N,,0,ECOBANKNIGERIAPLC,460_KADOBRANCHABUJA,50081053
3214,N,,0,ECOBANKNIGERIAPLC,487_UTAKOBRANCHFCTABUJA,50081066
3215,N,,0,ECOBANKNIGERIAPLC,505_MPAPEBRANCHFCTABUJA,50081079
3216,N,,0,ECOBANKNIGERIAPLC,506_TREASURYHOUSEBRANCHFCT,50081082
3217,N,,0,ECOBANKNIGERIAPLC,507_FCDABRANCHFCTABUJA,50081095
3218,N,,0,ECOBANKNIGERIAPLC,534_MAZFALLAHBRANCH,50081118
3219,N,,0,ECOBANKNIGERIAPLC,542_FOURTHAVENUE,GWARINPABRANCH,50081147
3220,N,,0,ECOBANKNIGERIAPLC,546_KARU,NASSARAWABRANCH,50360114
3221,N,,0,ECOBANKNIGERIAPLC,568_CENTRALAREABRANCH,50081163
3222,N,,0,ECOBANKNIGERIAPLC,574_CADASTRALZONEAO8BRANCH,50081189
3223,N,,0,ECOBANKNIGERIAPLC,575_JABIBRANCH,50081192
3224,N,,0,ECOBANKNIGERIAPLC,583_IDAHBRANCH,50280087
3225,N,,0,ECOBANKNIGERIAPLC,24_ALABA-AGUDOSIBRANCH,50150272
3226,N,,0,ECOBANKNIGERIAPLC,26_LAGOS-BBA,50150599
3227,N,,0,ECOBANKNIGERIAPLC,29_ALABA-OJOIGBEDE,50150382
3228,N,,0,ECOBANKNIGERIAPLC,80_ALABA-STPATRICKSJUNCTION,50150764
3229,N,,0,ECOBANKNIGERIAPLC,82_LAGOS-INTNLTRADEFAIR,50150971
3230,N,,0,ECOBANKNIGERIAPLC,96_LAGOS-MAZAMAZA,50151077
3231,N,,0,ECOBANKNIGERIAPLC,106_LAGOS-FESTAC,50150612
3232,N,,0,ECOBANKNIGERIAPLC,154_LAGOS-STPATRICK,50151226
3233,N,,0,ECOBANKNIGERIAPLC,165_LAGOS-SEMEBORDER,50150353
3234,N,,0,ECOBANKNIGERIAPLC,166_OGUN-AGBARA,50170045
3235,N,,0,ECOBANKNIGERIAPLC,225_ALABABRANCH,50151420
3236,N,,0,ECOBANKNIGERIAPLC,242_TRADEFAIRCOMPLEX(ASPAMDA),50151459
3237,N,,0,ECOBANKNIGERIAPLC,301_ALABAELECTRICAL,50151682
3238,N,,0,ECOBANKNIGERIAPLC,318_SATELITEBRANCH,50151705
3239,N,,0,ECOBANKNIGERIAPLC,346_INT.TRADEFAIR(BALOGUN)BRANCH,50151831
3240,N,,0,ECOBANKNIGERIAPLC,442_OLOJODRIVEBRANCHLAGOS,50152128
3241,N,,0,ECOBANKNIGERIAPLC,489_OJOCANTONEMENTBRANCHLAGOS,50152254
3242,N,,0,ECOBANKNIGERIAPLC,531_SEMEBORDERBRANCH,50152322
3243,N,,0,ECOBANKNIGERIAPLC,533_BADAGRY,50152348
3244,N,,0,ECOBANKNIGERIAPLC,570_21ROADFESTACBRANCH,50152380
3245,N,,0,ECOBANKNIGERIAPLC,4_IKEJA-ALLENAVENUE,50150120
3246,N,,0,ECOBANKNIGERIAPLC,44_IKEJA-ADENIYIJONES,50150489
3247,N,,0,ECOBANKNIGERIAPLC,95_IKEJA-GRA,50151048
3248,N,,0,ECOBANKNIGERIAPLC,97_LAGOS-OBAAKRAN1,50150502
3249,N,,0,ECOBANKNIGERIAPLC,158_IKEJA-OGBA,50150188
3250,N,,0,ECOBANKNIGERIAPLC,170_LAGOS-ISHERIBRANCH,50150162
3251,N,,0,ECOBANKNIGERIAPLC,199_LAGOS-IKORODUROADKETU,50151336
3252,N,,0,ECOBANKNIGERIAPLC,212_IKEJABRANCH,50151378
1605,N,,0,FirstBankofNigeriaPLC,KANKIA,11136374
1606,N,,0,FirstBankofNigeriaPLC,ILORIN,11141903
1607,N,,0,FirstBankofNigeriaPLC,KOSUBOSU,11142287
1608,N,,0,FirstBankofNigeriaPLC,ILORINSURULERE,11144968
1609,N,,0,FirstBankofNigeriaPLC,OFFABRANCH,11145556
1610,N,,0,FirstBankofNigeriaPLC,ILORINSAWMILL,11146267
1611,N,,0,FirstBankofNigeriaPLC,SHARE,11146568
1612,N,,0,FirstBankofNigeriaPLC,ORO,11146885
1613,N,,0,FirstBankofNigeriaPLC,F.B.N.H/OFFICEFINCONTROL,11151003
1614,N,,0,FirstBankofNigeriaPLC,APAPA,11151045
1615,N,,0,FirstBankofNigeriaPLC,IJORALAGOS,11151058
1616,N,,0,FirstBankofNigeriaPLC,MOBILROAD,11151061
1617,N,,0,FirstBankofNigeriaPLC,EPE,11151456
1618,N,,0,FirstBankofNigeriaPLC,COKER,11151579
1619,N,,0,FirstBankofNigeriaPLC,IKORODU,11151799
1620,N,,0,FirstBankofNigeriaPLC,IKEJA,11151841
1621,N,,0,FirstBankofNigeriaPLC,AGEGE,11151870
1622,N,,0,FirstBankofNigeriaPLC,IKEJAINDEST,11151883
1623,N,,0,FirstBankofNigeriaPLC,ILUPEJU,11151896
1624,N,,0,FirstBankofNigeriaPLC,IGANMU,11151919
1625,N,,0,FirstBankofNigeriaPLC,ISOLO,11151922
1626,N,,0,FirstBankofNigeriaPLC,MURTALAMOHAMMEDINT'LAIRPORT,11151964
1627,N,,0,FirstBankofNigeriaPLC,IKEJAALLENAVENUE,11152099
1628,N,,0,FirstBankofNigeriaPLC,KETU,11152277
1629,N,,0,FirstBankofNigeriaPLC,MARINA,11152303
1630,N,,0,FirstBankofNigeriaPLC,BROADSTLAGOS,11152316
1631,N,,0,FirstBankofNigeriaPLC,LAGOS(M.MOHAMMEDWAY),11152329
1632,N,,0,FirstBankofNigeriaPLC,OBUN-EKO,11152332
1633,N,,0,FirstBankofNigeriaPLC,EBUTE-METTA,11152345
1634,N,,0,FirstBankofNigeriaPLC,YABA,11152358
1635,N,,0,FirstBankofNigeriaPLC,MOLONEY,11152374
1636,N,,0,FirstBankofNigeriaPLC,WESTERNHOUSE,11152387
1637,N,,0,FirstBankofNigeriaPLC,SURULERE,11152390
1638,N,,0,FirstBankofNigeriaPLC,FALOMOSHOPPINGCENTRE,11152400
1639,N,,0,FirstBankofNigeriaPLC,FEDERALSECRETARIAT,11152413
1640,N,,0,FirstBankofNigeriaPLC,ABIBU-OKIBRANCH.,11152426
1641,N,,0,FirstBankofNigeriaPLC,NIJHOUSE,11152439
1642,N,,0,FirstBankofNigeriaPLC,STOCKEXCHANGEBRANCH.,11152442
1643,N,,0,FirstBankofNigeriaPLC,OREGUNINDUSTRIALESTATE,11152455
1644,N,,0,FirstBankofNigeriaPLC,OGBA,11152468
1645,N,,0,FirstBankofNigeriaPLC,LAGOSREGIONALCENTRE,11152471
1646,N,,0,FirstBankofNigeriaPLC,ALAUSA,11152484
1647,N,,0,FirstBankofNigeriaPLC,MATORI,11152565
1648,N,,0,FirstBankofNigeriaPLC,NAVYTOWN,11152646
1649,N,,0,FirstBankofNigeriaPLC,OTA,11152879
1650,N,,0,FirstBankofNigeriaPLC,REGISTRAR'SDEPARTMENT,11153014
1651,N,,0,FirstBankofNigeriaPLC,SURULERESHOPPINGCENT,11153166
1652,N,,0,FirstBankofNigeriaPLC,SHOMOLU,11153182
1653,N,,0,FirstBankofNigeriaPLC,TINCANISLAND,11153234
1654,N,,0,FirstBankofNigeriaPLC,TREASURYDEPARTMENT,11153250
1655,N,,0,FirstBankofNigeriaPLC,NIGERHOUSE,11153292
1656,N,,0,FirstBankofNigeriaPLC,OKEARINMARKET,11153438
1657,N,,0,FirstBankofNigeriaPLC,ABIBUADETORO,11153441
1658,N,,0,FirstBankofNigeriaPLC,OWODE,11153548
1659,N,,0,FirstBankofNigeriaPLC,AGBARA,11153933
1660,N,,0,FirstBankofNigeriaPLC,AKOWONJO,11154039
1661,N,,0,FirstBankofNigeriaPLC,IKOTA,11154097
1662,N,,0,FirstBankofNigeriaPLC,ADEOLAODEKU,11154123
1663,N,,0,FirstBankofNigeriaPLC,ALABAINT.MKT.OJO,11154136
1664,N,,0,FirstBankofNigeriaPLC,DALEKOMARKET,11154152
1665,N,,0,FirstBankofNigeriaPLC,ISOLOIND.ESTATEBR.,11154204
1666,N,,0,FirstBankofNigeriaPLC,INT'LTRADEFAIRCOMPLEX,11154274
1667,N,,0,FirstBankofNigeriaPLC,IDDOMARKET,11154369
1668,N,,0,FirstBankofNigeriaPLC,AGIDINGBI,11154442
1669,N,,0,FirstBankofNigeriaPLC,TRINITY,11154453
1670,N,,0,FirstBankofNigeriaPLC,OKEODO,11154466
1671,N,,0,FirstBankofNigeriaPLC,OSHODIMILE2EXPRESSWAY,11154479
1672,N,,0,FirstBankofNigeriaPLC,IYANAIPAJA,11154482
1673,N,,0,FirstBankofNigeriaPLC,DOPEMU,11154495
1674,N,,0,FirstBankofNigeriaPLC,IDIMU,11154550
1675,N,,0,FirstBankofNigeriaPLC,OPEBI,11154628
1676,N,,0,FirstBankofNigeriaPLC,AWOLOWOLORD.LAGOS,11154686
1677,N,,0,FirstBankofNigeriaPLC,OSHODI,11154806
1678,N,,0,FirstBankofNigeriaPLC,OKOTA,11154819
1679,N,,0,FirstBankofNigeriaPLC,INVESTMENTHOUSE,11154835
1680,N,,0,FirstBankofNigeriaPLC,JIBOWU,11154851
1681,N,,0,FirstBankofNigeriaPLC,TOYINOLOWU,11154877
1682,N,,0,FirstBankofNigeriaPLC,KOFOABAYOMI,11154945
1683,N,,0,FirstBankofNigeriaPLC,OJODU/ISHERI,11154958
1684,N,,0,FirstBankofNigeriaPLC,CHEVRON/TEXACO,11154990
1685,N,,0,FirstBankofNigeriaPLC,FESTAC,11155012
1686,N,,0,FirstBankofNigeriaPLC,CREEKROADAPAPA,11155070
1687,N,,0,FirstBankofNigeriaPLC,IKEJAOBAAKRAN,11155106
1688,N,,0,FirstBankofNigeriaPLC,KEFFI,11155119
1689,N,,0,FirstBankofNigeriaPLC,ADEMOLAADETUKUNBO,11155148
1690,N,,0,FirstBankofNigeriaPLC,MUSHIN,11155164
1691,N,,0,FirstBankofNigeriaPLC,BARIGA,11155203
1692,N,,0,FirstBankofNigeriaPLC,SEMEBORDER,11155216
1693,N,,0,FirstBankofNigeriaPLC,BADAGRY,11155229
1694,N,,0,FirstBankofNigeriaPLC,AJAHMARKET,11155423
1695,N,,0,FirstBankofNigeriaPLC,OTAII,11155445
1696,N,,0,FirstBankofNigeriaPLC,ABULEEGBA,11155452
1697,N,,0,FirstBankofNigeriaPLC,LEKKI,11155465
1698,N,,0,FirstBankofNigeriaPLC,EKOHOTEL,11155478
1699,N,,0,FirstBankofNigeriaPLC,LAPALHOUSE,11155481
1700,N,,0,FirstBankofNigeriaPLC,IJU,11155504
1701,N,,0,FirstBankofNigeriaPLC,IKOTUNBRANCH,11155520
1702,N,,0,FirstBankofNigeriaPLC,AJAH,11155528
1703,N,,0,FirstBankofNigeriaPLC,AJAOESTATE,11155588
1704,N,,0,FirstBankofNigeriaPLC,OSAPA-LONDON,11155630
1705,N,,0,FirstBankofNigeriaPLC,WIIOUGHBY,11155669
1706,N,,0,FirstBankofNigeriaPLC,IKEJAMILITARYCANTONMENT,11155892
1707,N,,0,FirstBankofNigeriaPLC,SAUDIEKOMARKET,11155902
1708,N,,0,FirstBankofNigeriaPLC,MAZAMAZA,11155973
1709,N,,0,FirstBankofNigeriaPLC,MAYFAIRGARDENS,11156011
1710,N,,0,FirstBankofNigeriaPLC,ONIRUMARKET,11156024
1711,N,,0,FirstBankofNigeriaPLC,LAWANSON,11156082
1712,N,,0,FirstBankofNigeriaPLC,PROGRESSIVEMARKET,11156118
1713,N,,0,FirstBankofNigeriaPLC,TEJUOSHO,11156215
1714,N,,0,FirstBankofNigeriaPLC,AGUDA,11156422
1715,N,,0,FirstBankofNigeriaPLC,AKUTE,11156572
1716,N,,0,FirstBankofNigeriaPLC,BADORE,11156642
1717,N,,0,FirstBankofNigeriaPLC,OGUDU,11156707
1718,N,,0,FirstBankofNigeriaPLC,ITA-ELEWA,11156723
1719,N,,0,FirstBankofNigeriaPLC,IFAKOGBAGADA,11156736
1720,N,,0,FirstBankofNigeriaPLC,ADEKUNLE,11156749
1721,N,,0,FirstBankofNigeriaPLC,SANUSIFAFUNWA,11156765
1722,N,,0,FirstBankofNigeriaPLC,SULEJA,11161093
1723,N,,0,FirstBankofNigeriaPLC,BIDA,11161190
1724,N,,0,FirstBankofNigeriaPLC,KATCHA,11162186
1725,N,,0,FirstBankofNigeriaPLC,KONTAGORA,11162209
1726,N,,0,FirstBankofNigeriaPLC,KAGARA,11162238
1727,N,,0,FirstBankofNigeriaPLC,KUTA,11162296
1728,N,,0,FirstBankofNigeriaPLC,MINNA,11162526
1729,N,,0,FirstBankofNigeriaPLC,RIJAU,11163033
1730,N,,0,FirstBankofNigeriaPLC,SULEJANEWMARKET,11166548
1731,N,,0,FirstBankofNigeriaPLC,BADEGGI,11166577
1732,N,,0,FirstBankofNigeriaPLC,ABEOKUTA,11171025
1733,N,,0,FirstBankofNigeriaPLC,IDIROKO,11171261
1734,N,,0,FirstBankofNigeriaPLC,IGBOGILA,11171753
1735,N,,0,FirstBankofNigeriaPLC,IJEBU-ODE,11171973
1736,N,,0,FirstBankofNigeriaPLC,OGBERE,11172859
1737,N,,0,FirstBankofNigeriaPLC,SHAGAMU,11173117
1738,N,,0,FirstBankofNigeriaPLC,ARAROMIOBU,11173599
1739,N,,0,FirstBankofNigeriaPLC,MOSIMI,11174310
1740,N,,0,FirstBankofNigeriaPLC,ABEOKUTA2,11175186
